name,category,top,psf1,psf2,notes,link
OUE TWIN PEAKS,,,2103,0,some notes,https://share.ecoprop.com/OUE-TWIN-PEAKS/R065963D
PALISADES,,,0,1049,some notes,https://share.ecoprop.com/PALISADES/R065963D
PALM GARDENS,,,0,987,some notes,https://share.ecoprop.com/PALM-GARDENS/R065963D
PALM GROVE CONDOMINIUM,,,1327,1429,some notes,https://share.ecoprop.com/PALM-GROVE-CONDOMINIUM/R065963D
PALM ISLES,,,1287,0,some notes,https://share.ecoprop.com/PALM-ISLES/R065963D
PALM SPRING,,,0,2000,some notes,https://share.ecoprop.com/PALM-SPRING/R065963D
PALMWOODS,,,0,1006,some notes,https://share.ecoprop.com/PALMWOODS/R065963D
PANDAN VALLEY,,,0,1441,some notes,https://share.ecoprop.com/PANDAN-VALLEY/R065963D
PARC BOTANNIA,,,1568,0,some notes,https://share.ecoprop.com/PARC-BOTANNIA/R065963D
PARC CENTROS,,,1474,1485,some notes,https://share.ecoprop.com/PARC-CENTROS/R065963D
PARC IMPERIAL,,,1845,0,some notes,https://share.ecoprop.com/PARC-IMPERIAL/R065963D
PARC OASIS,,,0,1065,some notes,https://share.ecoprop.com/PARC-OASIS/R065963D
PARC OLYMPIA,,,1142,1126,some notes,https://share.ecoprop.com/PARC-OLYMPIA/R065963D
PARC RIVIERA,,,1602,1620,some notes,https://share.ecoprop.com/PARC-RIVIERA/R065963D
PARC ROSEWOOD,,,1314,882,some notes,https://share.ecoprop.com/PARC-ROSEWOOD/R065963D
PARC STEVENS,,,0,2265,some notes,https://share.ecoprop.com/PARC-STEVENS/R065963D
PARC VERA,,,0,1282,some notes,https://share.ecoprop.com/PARC-VERA/R065963D
PARC VISTA,,,0,1124,some notes,https://share.ecoprop.com/PARC-VISTA/R065963D
PARK COLONIAL,,,2106,2115,some notes,https://share.ecoprop.com/PARK-COLONIAL/R065963D
PARK INFINIA AT WEE NAM,,,0,2428,some notes,https://share.ecoprop.com/PARK-INFINIA-AT-WEE-NAM/R065963D
PARVIS,,,2280,2116,some notes,https://share.ecoprop.com/PARVIS/R065963D
PATERSON SUITES,,,0,2787,some notes,https://share.ecoprop.com/PATERSON-SUITES/R065963D
PAVILION 11,,,0,2053,some notes,https://share.ecoprop.com/PAVILION-11/R065963D
PEAK RESIDENCE,,,2547,2484,some notes,https://share.ecoprop.com/PEAK-RESIDENCE/R065963D
PINE GROVE,,,0,1028,some notes,https://share.ecoprop.com/PINE-GROVE/R065963D
POLLEN & BLEU,,,2155,0,some notes,https://share.ecoprop.com/POLLEN-&-BLEU/R065963D
PRINCIPAL GARDEN,,,1971,2268,some notes,https://share.ecoprop.com/PRINCIPAL-GARDEN/R065963D
Q BAY RESIDENCES,,,1366,1314,some notes,https://share.ecoprop.com/Q-BAY-RESIDENCES/R065963D
QUEENS,,,0,1552,some notes,https://share.ecoprop.com/QUEENS/R065963D
QUEENS PEAK,,,2064,0,some notes,https://share.ecoprop.com/QUEENS-PEAK/R065963D
REFLECTIONS AT KEPPEL BAY,,,0,1972,some notes,https://share.ecoprop.com/REFLECTIONS-AT-KEPPEL-BAY/R065963D
REGENT HEIGHTS,,,0,998,some notes,https://share.ecoprop.com/REGENT-HEIGHTS/R065963D
REGENT PARK,,,1156,0,some notes,https://share.ecoprop.com/REGENT-PARK/R065963D
RIDGEWOOD,,,0,1609,some notes,https://share.ecoprop.com/RIDGEWOOD/R065963D
RIO VISTA,,,0,1076,some notes,https://share.ecoprop.com/RIO-VISTA/R065963D
RIPPLE BAY,,,1444,1206,some notes,https://share.ecoprop.com/RIPPLE-BAY/R065963D
RIVER ISLES,,,0,1224,some notes,https://share.ecoprop.com/RIVER-ISLES/R065963D
RIVER PLACE,,,0,1413,some notes,https://share.ecoprop.com/RIVER-PLACE/R065963D
RIVERBANK @ FERNVALE,,,1605,1293,some notes,https://share.ecoprop.com/RIVERBANK-FERNVALE/R065963D
RIVERSAILS,,,1304,1324,some notes,https://share.ecoprop.com/RIVERSAILS/R065963D
RIVERSOUND RESIDENCE,,,1244,1267,some notes,https://share.ecoprop.com/RIVERSOUND-RESIDENCE/R065963D
ROSEWOOD,,,0,936,some notes,https://share.ecoprop.com/ROSEWOOD/R065963D
ROYALGREEN,,,2714,0,some notes,https://share.ecoprop.com/ROYALGREEN/R065963D
RV RESIDENCES,,,2298,0,some notes,https://share.ecoprop.com/RV-RESIDENCES/R065963D
SANCTUARY GREEN,,,1622,0,some notes,https://share.ecoprop.com/SANCTUARY-GREEN/R065963D
SANT RITZ,,,1731,1362,some notes,https://share.ecoprop.com/SANT-RITZ/R065963D
SAVANNAH CONDOPARK,,,0,1079,some notes,https://share.ecoprop.com/SAVANNAH-CONDOPARK/R065963D
SCOTTS 28,,,0,2394,some notes,https://share.ecoprop.com/SCOTTS-28/R065963D
SCULPTURA ARDMORE,,,0,5022,some notes,https://share.ecoprop.com/SCULPTURA-ARDMORE/R065963D
SEAHILL,,,1649,0,some notes,https://share.ecoprop.com/SEAHILL/R065963D
SEASCAPE,,,0,1952,some notes,https://share.ecoprop.com/SEASCAPE/R065963D
SEASONS PARK,,,0,901,some notes,https://share.ecoprop.com/SEASONS-PARK/R065963D
SEASTRAND,,,1220,0,some notes,https://share.ecoprop.com/SEASTRAND/R065963D
SELETAR PARK RESIDENCE,,,1320,1216,some notes,https://share.ecoprop.com/SELETAR-PARK-RESIDENCE/R065963D
SELETAR SPRINGS CONDOMINIUM,,,965,928,some notes,https://share.ecoprop.com/SELETAR-SPRINGS-CONDOMINIUM/R065963D
SENNETT RESIDENCE,,,1612,0,some notes,https://share.ecoprop.com/SENNETT-RESIDENCE/R065963D
SEVENTY SAINT PATRICK'S,,,2108,0,some notes,https://share.ecoprop.com/SEVENTY-SAINT-PATRICK'S/R065963D
SHELFORD REGENCY,,,0,2122,some notes,https://share.ecoprop.com/SHELFORD-REGENCY/R065963D
SIGNATURE PARK,,,0,1505,some notes,https://share.ecoprop.com/SIGNATURE-PARK/R065963D
SILVERSEA,,,0,1830,some notes,https://share.ecoprop.com/SILVERSEA/R065963D
SIMS URBAN OASIS,,,1696,1749,some notes,https://share.ecoprop.com/SIMS-URBAN-OASIS/R065963D
SKIES MILTONIA,,,1202,0,some notes,https://share.ecoprop.com/SKIES-MILTONIA/R065963D
SKY GREEN,,,1676,0,some notes,https://share.ecoprop.com/SKY-GREEN/R065963D
SKY HABITAT,,,1824,0,some notes,https://share.ecoprop.com/SKY-HABITAT/R065963D
SKY VUE,,,1969,2016,some notes,https://share.ecoprop.com/SKY-VUE/R065963D
SKYLINE RESIDENCES,,,2193,2090,some notes,https://share.ecoprop.com/SKYLINE-RESIDENCES/R065963D
SOLEIL @ SINARAN,,,1978,2154,some notes,https://share.ecoprop.com/SOLEIL-SINARAN/R065963D
SOMMERVILLE PARK,,,0,1989,some notes,https://share.ecoprop.com/SOMMERVILLE-PARK/R065963D
SOPHIA HILLS,,,2078,2046,some notes,https://share.ecoprop.com/SOPHIA-HILLS/R065963D
SPOTTISWOODE RESIDENCES,,,2539,0,some notes,https://share.ecoprop.com/SPOTTISWOODE-RESIDENCES/R065963D
SPRING GROVE,,,0,1828,some notes,https://share.ecoprop.com/SPRING-GROVE/R065963D
STRATFORD COURT,,,1071,1004,some notes,https://share.ecoprop.com/STRATFORD-COURT/R065963D
STRATUM,,,1264,0,some notes,https://share.ecoprop.com/STRATUM/R065963D
STURDEE RESIDENCES,,,2072,1858,some notes,https://share.ecoprop.com/STURDEE-RESIDENCES/R065963D
SUNHAVEN,,,0,1209,some notes,https://share.ecoprop.com/SUNHAVEN/R065963D
SUNNY PALMS,,,0,1043,some notes,https://share.ecoprop.com/SUNNY-PALMS/R065963D
SUNRISE GARDENS,,,992,0,some notes,https://share.ecoprop.com/SUNRISE-GARDENS/R065963D
SYMPHONY HEIGHTS,,,1651,1454,some notes,https://share.ecoprop.com/SYMPHONY-HEIGHTS/R065963D
SYMPHONY SUITES,,,1250,1222,some notes,https://share.ecoprop.com/SYMPHONY-SUITES/R065963D
TANAMERA CREST,,,0,963,some notes,https://share.ecoprop.com/TANAMERA-CREST/R065963D
TANGLIN PARK,,,0,2226,some notes,https://share.ecoprop.com/TANGLIN-PARK/R065963D
TANGLIN REGENCY,,,1703,0,some notes,https://share.ecoprop.com/TANGLIN-REGENCY/R065963D
TANGLIN VIEW,,,0,1603,some notes,https://share.ecoprop.com/TANGLIN-VIEW/R065963D
TEMBUSU GRAND,,,2480,2426,some notes,https://share.ecoprop.com/TEMBUSU-GRAND/R065963D
THE ALPS RESIDENCES,,,1420,1392,some notes,https://share.ecoprop.com/THE-ALPS-RESIDENCES/R065963D
THE ANCHORAGE,,,0,1758,some notes,https://share.ecoprop.com/THE-ANCHORAGE/R065963D
THE ARTE,,,0,1709,some notes,https://share.ecoprop.com/THE-ARTE/R065963D
THE AVENIR,,,3126,3318,some notes,https://share.ecoprop.com/THE-AVENIR/R065963D
THE BAYSHORE,,,1130,1286,some notes,https://share.ecoprop.com/THE-BAYSHORE/R065963D
THE BLOSSOMVALE,,,1995,0,some notes,https://share.ecoprop.com/THE-BLOSSOMVALE/R065963D
THE BOTANY AT DAIRY FARM,,,2169,2069,some notes,https://share.ecoprop.com/THE-BOTANY-AT-DAIRY-FARM/R065963D
THE CALROSE,,,0,1712,some notes,https://share.ecoprop.com/THE-CALROSE/R065963D
THE CARPMAELINA,,,0,1509,some notes,https://share.ecoprop.com/THE-CARPMAELINA/R065963D
THE CASCADIA,,,2034,2060,some notes,https://share.ecoprop.com/THE-CASCADIA/R065963D
THE CLEARWATER,,,0,1200,some notes,https://share.ecoprop.com/THE-CLEARWATER/R065963D
THE COMMODORE,,,0,1532,some notes,https://share.ecoprop.com/THE-COMMODORE/R065963D
THE CREEK @ BUKIT,,,1776,1464,some notes,https://share.ecoprop.com/THE-CREEK-BUKIT/R065963D
THE ESTA,,,0,2195,some notes,https://share.ecoprop.com/THE-ESTA/R065963D
THE ESTUARY,,,1262,1090,some notes,https://share.ecoprop.com/THE-ESTUARY/R065963D
THE FORESTA @ MOUNT FABER,,,1841,0,some notes,https://share.ecoprop.com/THE-FORESTA-MOUNT-FABER/R065963D
THE GALE,,,0,1239,some notes,https://share.ecoprop.com/THE-GALE/R065963D
THE GARDENS AT BISHAN,,,1456,0,some notes,https://share.ecoprop.com/THE-GARDENS-AT-BISHAN/R065963D
THE GAZANIA,,,2206,1739,some notes,https://share.ecoprop.com/THE-GAZANIA/R065963D
THE GLADES,,,1552,0,some notes,https://share.ecoprop.com/THE-GLADES/R065963D
THE GREENWICH,,,1184,0,some notes,https://share.ecoprop.com/THE-GREENWICH/R065963D
THE HILLSIDE,,,0,1504,some notes,https://share.ecoprop.com/THE-HILLSIDE/R065963D
THE IMPERIAL,,,0,2427,some notes,https://share.ecoprop.com/THE-IMPERIAL/R065963D
THE INFINITI,,,0,1432,some notes,https://share.ecoprop.com/THE-INFINITI/R065963D
THE INFLORA,,,1364,0,some notes,https://share.ecoprop.com/THE-INFLORA/R065963D
THE INTERLACE,,,0,1425,some notes,https://share.ecoprop.com/THE-INTERLACE/R065963D
THE LADYHILL,,,0,2586,some notes,https://share.ecoprop.com/THE-LADYHILL/R065963D
THE LAKEFRONT RESIDENCES,,,1232,0,some notes,https://share.ecoprop.com/THE-LAKEFRONT-RESIDENCES/R065963D
THE LAKESHORE,,,1324,1311,some notes,https://share.ecoprop.com/THE-LAKESHORE/R065963D
THE LANAI,,,0,1560,some notes,https://share.ecoprop.com/THE-LANAI/R065963D
THE LANDMARK,,,2714,2540,some notes,https://share.ecoprop.com/THE-LANDMARK/R065963D
THE LEGEND,,,0,1795,some notes,https://share.ecoprop.com/THE-LEGEND/R065963D
THE LILIUM,,,0,1788,some notes,https://share.ecoprop.com/THE-LILIUM/R065963D
THE LINE @ TANJONG RHU,,,0,2238,some notes,https://share.ecoprop.com/THE-LINE-TANJONG-RHU/R065963D
THE LOFT,,,2067,2165,some notes,https://share.ecoprop.com/THE-LOFT/R065963D
THE LUXURIE,,,1403,1441,some notes,https://share.ecoprop.com/THE-LUXURIE/R065963D
THE MADEIRA,,,0,1075,some notes,https://share.ecoprop.com/THE-MADEIRA/R065963D
THE MAKENA,,,0,1874,some notes,https://share.ecoprop.com/THE-MAKENA/R065963D
THE MARBELLA,,,0,2373,some notes,https://share.ecoprop.com/THE-MARBELLA/R065963D
THE MAYFAIR,,,0,1049,some notes,https://share.ecoprop.com/THE-MAYFAIR/R065963D
THE METROPOLITAN CONDOMINIUM,,,0,1604,some notes,https://share.ecoprop.com/THE-METROPOLITAN-CONDOMINIUM/R065963D
THE MILTONIA RESIDENCES,,,1210,0,some notes,https://share.ecoprop.com/THE-MILTONIA-RESIDENCES/R065963D
THE MINTON,,,1414,1527,some notes,https://share.ecoprop.com/THE-MINTON/R065963D
THE NAUTICAL,,,0,1226,some notes,https://share.ecoprop.com/THE-NAUTICAL/R065963D
THE NEXUS,,,1953,0,some notes,https://share.ecoprop.com/THE-NEXUS/R065963D
THE PALETTE,,,1403,1304,some notes,https://share.ecoprop.com/THE-PALETTE/R065963D
THE PANORAMA,,,1755,1868,some notes,https://share.ecoprop.com/THE-PANORAMA/R065963D
THE PARC CONDOMINIUM,,,0,1682,some notes,https://share.ecoprop.com/THE-PARC-CONDOMINIUM/R065963D
THE PEAK,,,0,1407,some notes,https://share.ecoprop.com/THE-PEAK/R065963D
THE PEAK@BALMEG,,,0,1655,some notes,https://share.ecoprop.com/THE-PEAK@BALMEG/R065963D
THE QUARTZ,,,0,1309,some notes,https://share.ecoprop.com/THE-QUARTZ/R065963D
THE REEF AT KING'S DOCK,,,0,2606,some notes,https://share.ecoprop.com/THE-REEF-AT-KING'S-DOCK/R065963D
THE SANTORINI,,,1306,1332,some notes,https://share.ecoprop.com/THE-SANTORINI/R065963D
THE SEA VIEW,,,0,2341,some notes,https://share.ecoprop.com/THE-SEA-VIEW/R065963D
THE SEAFRONT ON MEYER,,,0,2124,some notes,https://share.ecoprop.com/THE-SEAFRONT-ON-MEYER/R065963D
THE SHORE RESIDENCES,,,1804,1970,some notes,https://share.ecoprop.com/THE-SHORE-RESIDENCES/R065963D
THE SIXTH AVENUE RESIDENCES,,,0,1801,some notes,https://share.ecoprop.com/THE-SIXTH-AVENUE-RESIDENCES/R065963D
THE SKYWOODS,,,1450,0,some notes,https://share.ecoprop.com/THE-SKYWOODS/R065963D
THE SOLITAIRE,,,0,2343,some notes,https://share.ecoprop.com/THE-SOLITAIRE/R065963D
THE SORRENTO,,,1627,0,some notes,https://share.ecoprop.com/THE-SORRENTO/R065963D
THE SOUND,,,0,1864,some notes,https://share.ecoprop.com/THE-SOUND/R065963D
THE SPRINGBLOOM,,,0,1440,some notes,https://share.ecoprop.com/THE-SPRINGBLOOM/R065963D
THE STELLAR,,,0,1728,some notes,https://share.ecoprop.com/THE-STELLAR/R065963D
THE SUITES AT CENTRAL,,,0,2600,some notes,https://share.ecoprop.com/THE-SUITES-AT-CENTRAL/R065963D
THE SUMMIT,,,0,1426,some notes,https://share.ecoprop.com/THE-SUMMIT/R065963D
THE TAPESTRY,,,1645,1504,some notes,https://share.ecoprop.com/THE-TAPESTRY/R065963D
THE TESSARINA,,,0,2190,some notes,https://share.ecoprop.com/THE-TESSARINA/R065963D
THE TRE VER,,,1884,1912,some notes,https://share.ecoprop.com/THE-TRE-VER/R065963D
THE TREVOSE,,,0,1772,some notes,https://share.ecoprop.com/THE-TREVOSE/R065963D
THE TRILINQ,,,1635,1667,some notes,https://share.ecoprop.com/THE-TRILINQ/R065963D
THE TRIZON,,,0,2090,some notes,https://share.ecoprop.com/THE-TRIZON/R065963D
THE TROPICA,,,0,1002,some notes,https://share.ecoprop.com/THE-TROPICA/R065963D
THE TRUMPS,,,1511,0,some notes,https://share.ecoprop.com/THE-TRUMPS/R065963D
THE VISION,,,0,1548,some notes,https://share.ecoprop.com/THE-VISION/R065963D
THE WATERLINE,,,0,1165,some notes,https://share.ecoprop.com/THE-WATERLINE/R065963D
THE WATERSIDE,,,0,1812,some notes,https://share.ecoprop.com/THE-WATERSIDE/R065963D
THE WHARF RESIDENCE,,,0,2381,some notes,https://share.ecoprop.com/THE-WHARF-RESIDENCE/R065963D
THOMSON 800,,,0,1920,some notes,https://share.ecoprop.com/THOMSON-800/R065963D
THOMSON GRAND,,,0,1634,some notes,https://share.ecoprop.com/THOMSON-GRAND/R065963D
TIERRA VUE,,,0,1968,some notes,https://share.ecoprop.com/TIERRA-VUE/R065963D
TRE RESIDENCES,,,1629,0,some notes,https://share.ecoprop.com/TRE-RESIDENCES/R065963D
TREASURE AT TAMPINES,,,1630,1597,some notes,https://share.ecoprop.com/TREASURE-AT-TAMPINES/R065963D
TREASURE PLACE,,,0,1297,some notes,https://share.ecoprop.com/TREASURE-PLACE/R065963D
TREE HOUSE,,,1484,1402,some notes,https://share.ecoprop.com/TREE-HOUSE/R065963D
TREVISTA,,,1680,1653,some notes,https://share.ecoprop.com/TREVISTA/R065963D
TRILIVE,,,1808,0,some notes,https://share.ecoprop.com/TRILIVE/R065963D
TROPICAL SPRING,,,0,1049,some notes,https://share.ecoprop.com/TROPICAL-SPRING/R065963D
TWIN REGENCY,,,0,2031,some notes,https://share.ecoprop.com/TWIN-REGENCY/R065963D
UBER 388,,,1764,0,some notes,https://share.ecoprop.com/UBER-388/R065963D
URBAN TREASURES,,,2097,0,some notes,https://share.ecoprop.com/URBAN-TREASURES/R065963D
URBAN VISTA,,,1618,1389,some notes,https://share.ecoprop.com/URBAN-VISTA/R065963D
VACANZA @ EAST,,,1395,0,some notes,https://share.ecoprop.com/VACANZA-EAST/R065963D
VALLEY PARK,,,0,2203,some notes,https://share.ecoprop.com/VALLEY-PARK/R065963D
VAN HOLLAND,,,3122,2917,some notes,https://share.ecoprop.com/VAN-HOLLAND/R065963D
VARSITY PARK CONDOMINIUM,,,0,1433,some notes,https://share.ecoprop.com/VARSITY-PARK-CONDOMINIUM/R065963D
VERSAILLES,,,1495,0,some notes,https://share.ecoprop.com/VERSAILLES/R065963D
VILLA AZURA,,,0,1438,some notes,https://share.ecoprop.com/VILLA-AZURA/R065963D
VILLA MARINA,,,0,1171,some notes,https://share.ecoprop.com/VILLA-MARINA/R065963D
VIZ AT HOLLAND,,,1835,0,some notes,https://share.ecoprop.com/VIZ-AT-HOLLAND/R065963D
VUE 8 RESIDENCE,,,0,1313,some notes,https://share.ecoprop.com/VUE-8-RESIDENCE/R065963D
WATER PLACE,,,1721,1651,some notes,https://share.ecoprop.com/WATER-PLACE/R065963D
WATERBANK AT DAKOTA,,,1778,1668,some notes,https://share.ecoprop.com/WATERBANK-AT-DAKOTA/R065963D
WATERFRONT ISLE,,,1454,1644,some notes,https://share.ecoprop.com/WATERFRONT-ISLE/R065963D
WATERFRONT KEY,,,1439,1455,some notes,https://share.ecoprop.com/WATERFRONT-KEY/R065963D
WATERFRONT WAVES,,,1239,1446,some notes,https://share.ecoprop.com/WATERFRONT-WAVES/R065963D
WATERVIEW,,,1251,1058,some notes,https://share.ecoprop.com/WATERVIEW/R065963D
WATTEN HILL,,,0,1798,some notes,https://share.ecoprop.com/WATTEN-HILL/R065963D
WEST BAY CONDOMINIUM,,,0,1076,some notes,https://share.ecoprop.com/WEST-BAY-CONDOMINIUM/R065963D
WESTCOVE CONDOMINIUM,,,0,1038,some notes,https://share.ecoprop.com/WESTCOVE-CONDOMINIUM/R065963D
WOODGROVE CONDOMINIUM,,,0,880,some notes,https://share.ecoprop.com/WOODGROVE-CONDOMINIUM/R065963D
YONG AN PARK,,,0,2092,some notes,https://share.ecoprop.com/YONG-AN-PARK/R065963D
